,ID,City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
32610,32611,C8,2988,Owned,Joint,39,37,Yes,X4,8.0,4.0,22,11212.8,0
32611,32612,C1,4065,Owned,Joint,66,65,Yes,X4,2.0,4.0,17,30330.0,1
32613,32614,C21,4565,Rented,Individual,75,75,No,X1,,,20,18228.0,1
32614,32615,C2,1649,Rented,Joint,46,45,Yes,X1,5.0,4.0,22,15775.2,0
32616,32617,C8,3078,Rented,Individual,26,26,No,X3,,,22,12654.0,1
32617,32618,C4,1201,Owned,Individual,70,70,No,,4.0,1.0,12,15624.0,1
32618,32619,C3,2386,Owned,Joint,75,74,Yes,X2,,,22,24612.0,1
32619,32620,C1,2535,Owned,Individual,65,65,No,X2,2.0,4.0,22,22678.0,0
32620,32621,C1,1055,Rented,Joint,25,24,Yes,,2.0,1.0,19,10200.0,1
32624,32625,C9,2060,Owned,Individual,29,29,No,X1,2.0,3.0,1,7896.0,0
32625,32626,C3,862,Rented,Individual,32,32,No,,,,19,8340.0,1
32626,32627,C9,2273,Rented,Individual,25,25,No,X2,,,6,11484.0,1
32628,32629,C8,3932,Rented,Individual,52,52,No,X1,6.0,1.0,21,13100.0,0
32630,32631,C1,889,Rented,Individual,26,26,No,X4,6.0,1.0,22,10832.0,0
32632,32633,C3,862,Owned,Individual,60,60,No,,5.0,3.0,18,17500.0,1
32633,32634,C1,318,Owned,Individual,39,39,No,X2,7.0,1.0,16,13838.0,0
32634,32635,C2,1744,Rented,Individual,21,21,No,X2,,,18,9352.0,1
32636,32637,C11,3436,Rented,Individual,72,72,No,X1,7.0,3.0,18,17948.0,0
32637,32638,C6,2385,Rented,Joint,31,28,Yes,X4,1.0,3.0,14,9004.8,0
32638,32639,C1,89,Rented,Individual,57,57,No,,,,18,18876.0,1
32639,32640,C3,83,Rented,Joint,27,24,Yes,X1,5.0,1.0,12,11692.8,1
32640,32641,C1,24,Owned,Individual,39,39,No,X4,6.0,3.0,7,14124.0,0
32642,32643,C1,3827,Owned,Individual,44,44,No,X5,3.0,4.0,17,12654.0,0
32645,32646,C13,1267,Owned,Joint,61,60,No,,1.0,2.0,20,24768.0,1
32648,32649,C6,272,Owned,Individual,62,62,No,X1,10.0,3.0,22,12606.0,0
32649,32650,C14,2528,Rented,Individual,23,23,No,X3,,,10,6590.0,1
32652,32653,C2,1618,Owned,Individual,44,44,No,X4,14.0,4.0,17,14014.0,0
32656,32657,C4,70,Owned,Individual,44,44,No,X3,2.0,3.0,22,11070.0,0
32659,32660,C4,179,Owned,Joint,47,46,Yes,X2,2.0,1.0,12,17371.2,1
32660,32661,C3,1666,Owned,Individual,22,22,No,X6,1.0,1.0,2,6330.0,1
32662,32663,C4,4445,Owned,Joint,63,20,Yes,X1,14.0,3.0,8,23112.0,0
32665,32666,C2,5609,Rented,Individual,24,24,No,X1,,,22,3954.0,1
32666,32667,C2,3766,Owned,Joint,56,53,Yes,X1,4.0,3.0,18,17500.0,0
32668,32669,C4,3557,Owned,Individual,61,61,No,,2.0,4.0,22,17416.0,1
32669,32670,C3,28,Rented,Individual,21,21,No,X2,1.0,3.0,16,9786.0,0
32670,32671,C2,3710,Owned,Individual,75,75,No,X6,14.0,2.0,14,19168.0,0
32671,32672,C1,216,Owned,Individual,68,68,No,X4,7.0,4.0,17,16828.0,0
32674,32675,C3,409,Rented,Individual,27,27,No,,3.0,4.0,19,11916.0,1
32676,32677,C3,1027,Owned,Joint,55,20,No,X1,6.0,4.0,18,25116.0,0
32677,32678,C21,5164,Rented,Individual,20,20,No,X4,,,22,7060.0,1
32679,32680,C1,790,Owned,Individual,63,63,No,X2,4.0,2.0,19,14520.0,0
32680,32681,C6,4479,Rented,Individual,21,21,No,X3,1.0,2.0,17,8568.0,1
32681,32682,C2,1945,Rented,Joint,51,45,Yes,X4,5.0,1.0,17,16551.0,0
32685,32686,C1,354,Owned,Joint,68,61,Yes,X4,5.0,3.0,18,27507.2,0
32686,32687,C1,555,Owned,Individual,54,54,No,X1,5.0,1.0,16,15028.0,0
32687,32688,C2,4127,Owned,Joint,66,32,No,X7,14.0,3.0,22,29211.0,0
32688,32689,C17,2083,Rented,Individual,55,55,No,X3,14.0,1.0,16,15678.0,0
32689,32690,C2,18,Owned,Individual,41,41,No,X4,9.0,3.0,22,16704.0,0
32690,32691,C2,1427,Owned,Individual,55,55,No,X4,1.0,1.0,12,14112.0,0
32692,32693,C12,1052,Rented,Individual,30,30,No,X1,4.0,3.0,16,13320.0,0
32693,32694,C33,912,Owned,Individual,58,58,No,,,,7,15626.0,1
32694,32695,C21,4944,Owned,Individual,58,58,No,X3,14.0,3.0,14,16352.0,0
32695,32696,C6,1411,Owned,Individual,70,70,No,X1,14.0,2.0,21,16408.0,1
32697,32698,C24,3107,Owned,Individual,66,66,No,X2,1.0,3.0,14,20876.0,0
32698,32699,C15,251,Rented,Individual,24,24,No,X6,,,15,9424.0,1
32699,32700,C4,596,Owned,Individual,30,30,No,X3,2.0,1.0,19,13000.0,1
32701,32702,C11,315,Rented,Individual,39,39,No,X1,4.0,2.0,10,7452.0,0
32702,32703,C5,4013,Rented,Individual,46,46,No,X4,7.0,1.0,19,15936.0,0
32703,32704,C8,3531,Rented,Individual,75,75,No,X2,5.0,3.0,22,24776.0,0
32704,32705,C21,5494,Rented,Individual,38,38,No,X1,1.0,1.0,13,13816.0,0
32705,32706,C10,1317,Rented,Individual,57,57,No,X1,3.0,1.0,21,17568.0,0
32706,32707,C3,1471,Owned,Individual,37,37,No,X1,10.0,3.0,18,7692.0,0
32707,32708,C2,867,Owned,Individual,46,46,No,X2,4.0,3.0,3,11392.0,0
32711,32712,C3,2541,Rented,Individual,33,33,No,X3,10.0,1.0,16,9840.0,1
32714,32715,C1,3447,Owned,Individual,75,75,No,X1,,,18,20224.0,1
32715,32716,C1,643,Rented,Individual,32,32,No,,1.0,3.0,12,14480.0,1
32716,32717,C2,18,Rented,Individual,23,23,No,X1,1.0,3.0,22,5664.0,0
32717,32718,C7,919,Owned,Joint,42,40,Yes,X1,3.0,3.0,21,19899.0,0
32718,32719,C1,3424,Owned,Individual,75,75,No,X2,14.0,4.0,17,22176.0,0
32719,32720,C2,1403,Rented,Individual,37,37,No,X3,8.0,1.0,15,9212.0,1
32720,32721,C4,248,Owned,Individual,30,30,No,,,,7,7368.0,1
32722,32723,C2,3536,Rented,Individual,75,75,No,X1,8.0,4.0,22,18340.0,0
32723,32724,C9,66,Owned,Individual,67,67,No,,14.0,3.0,18,18360.0,1
32724,32725,C20,181,Rented,Individual,42,42,No,X3,4.0,2.0,21,10800.0,0
32726,32727,C22,2645,Owned,Individual,43,43,No,X3,3.0,3.0,5,10674.0,1
32727,32728,C2,1108,Owned,Individual,66,66,No,X2,14.0,4.0,17,13224.0,0
32729,32730,C2,2725,Owned,Joint,73,61,Yes,X4,14.0,3.0,11,23982.0,0
32731,32732,C20,1681,Owned,Joint,27,23,No,X1,3.0,3.0,22,9392.0,1
32732,32733,C12,138,Rented,Individual,47,47,No,X3,3.0,2.0,6,10976.0,0
32733,32734,C8,924,Rented,Individual,26,26,No,X4,4.0,2.0,22,6690.0,1
32735,32736,C21,2231,Owned,Individual,38,38,No,X2,4.0,3.0,22,11808.0,1
32738,32739,C18,4092,Rented,Individual,25,25,No,X3,5.0,1.0,2,7188.0,1
32739,32740,C19,1231,Rented,Individual,59,59,No,,4.0,1.0,16,13340.0,1
32740,32741,C4,1391,Owned,Individual,70,70,No,,,,5,16604.0,1
32741,32742,C6,2134,Rented,Individual,28,28,No,,,,12,4496.0,1
32742,32743,C12,965,Owned,Individual,56,56,No,X1,,,16,13920.0,1
32743,32744,C16,100,Owned,Individual,57,57,No,X2,5.0,1.0,22,12300.0,0
32744,32745,C11,315,Owned,Individual,27,27,No,,,,21,8554.0,1
32745,32746,C4,151,Rented,Individual,55,55,No,X1,14.0,3.0,18,14232.0,0
32748,32749,C1,4649,Rented,Individual,74,74,No,X3,9.0,1.0,16,16874.0,1
32749,32750,C5,1229,Rented,Joint,32,27,No,X1,11.0,2.0,9,18633.6,0
32750,32751,C1,1314,Owned,Individual,58,58,No,X2,2.0,1.0,7,18330.0,0
32751,32752,C9,2892,Rented,Individual,29,29,No,X1,,,12,8092.0,1
32752,32753,C4,7,Owned,Individual,33,33,No,X2,1.0,2.0,18,6250.0,0
32753,32754,C2,2647,Owned,Individual,29,29,No,X4,4.0,3.0,11,8484.0,0
32754,32755,C21,5567,Rented,Individual,30,30,No,X1,,,20,9548.0,1
32755,32756,C9,103,Rented,Individual,25,25,No,X1,1.0,4.0,20,5232.0,0
32757,32758,C33,657,Owned,Joint,32,31,Yes,X2,4.0,4.0,21,14641.2,1
32758,32759,C1,2584,Rented,Individual,64,64,No,X1,6.0,3.0,19,13310.0,0
32760,32761,C1,210,Owned,Individual,48,48,No,,4.0,3.0,18,14234.0,1
32762,32763,C1,758,Owned,Joint,74,73,Yes,X3,5.0,1.0,17,30816.0,0
32763,32764,C10,147,Owned,Individual,42,42,No,X1,2.0,3.0,18,8918.0,0
32765,32766,C1,603,Owned,Individual,43,43,No,X1,6.0,4.0,16,11304.0,0
32767,32768,C15,2277,Owned,Individual,55,55,No,X2,7.0,3.0,1,13390.0,0
32770,32771,C4,545,Owned,Individual,31,31,No,X4,6.0,3.0,22,8190.0,0
32773,32774,C4,470,Owned,Individual,75,75,No,X3,6.0,3.0,7,20230.0,0
32774,32775,C4,4953,Owned,Individual,69,69,No,X1,2.0,3.0,2,17152.0,0
32775,32776,C23,1,Rented,Individual,34,34,No,X3,3.0,2.0,13,9088.0,0
32776,32777,C8,3824,Owned,Individual,29,29,No,X5,,,21,7824.0,1
32777,32778,C2,290,Rented,Individual,62,62,No,X2,13.0,3.0,3,17472.0,0
32779,32780,C20,2048,Rented,Individual,22,22,No,X2,2.0,3.0,22,3882.0,1
32780,32781,C4,198,Rented,Individual,71,71,No,X3,5.0,1.0,21,18760.0,0
32782,32783,C2,457,Rented,Individual,75,75,No,X1,5.0,1.0,22,25422.0,0
32784,32785,C1,1647,Rented,Individual,29,29,No,X2,4.0,3.0,20,10688.0,0
32785,32786,C16,1056,Rented,Joint,39,19,No,X1,2.0,1.0,17,12186.0,1
32786,32787,C1,38,Rented,Individual,23,23,No,X3,,,19,10496.0,1
32787,32788,C7,1019,Owned,Joint,49,48,Yes,,9.0,2.0,15,16352.0,1
32789,32790,C20,4751,Owned,Joint,52,51,Yes,X1,3.0,2.0,2,17248.0,0
32790,32791,C1,26,Owned,Joint,73,64,Yes,X4,10.0,4.0,5,25116.0,0
32791,32792,C2,2881,Rented,Individual,50,50,No,X4,3.0,2.0,20,15792.0,0
32792,32793,C18,277,Rented,Individual,43,43,No,X1,1.0,2.0,20,14322.0,0
32793,32794,C16,1551,Owned,Joint,64,62,Yes,X3,12.0,1.0,2,29696.0,1
32794,32795,C1,32,Owned,Individual,70,70,No,X4,14.0,1.0,5,19320.0,0
32795,32796,C2,2018,Owned,Individual,51,51,No,X3,14.0,4.0,22,16822.0,0
32797,32798,C4,1308,Owned,Individual,26,26,No,X2,2.0,3.0,9,8834.0,0
32799,32800,C3,1694,Rented,Individual,26,26,No,X2,2.0,1.0,19,9870.0,0
32800,32801,C1,3085,Owned,Individual,34,34,No,X4,3.0,3.0,7,5980.0,0
32801,32802,C7,2825,Owned,Individual,65,65,No,X2,3.0,2.0,20,15768.0,0
32803,32804,C23,1,Owned,Individual,50,50,No,X2,1.0,2.0,18,13896.0,0
32810,32811,C3,1091,Owned,Individual,57,57,No,X2,3.0,3.0,22,18510.0,0
32811,32812,C1,869,Rented,Individual,50,50,No,X2,2.0,1.0,17,13420.0,1
32813,32814,C4,308,Rented,Individual,29,29,No,X1,1.0,3.0,5,8582.0,0
32815,32816,C10,1438,Rented,Individual,32,32,No,X1,4.0,3.0,17,8208.0,1
32816,32817,C6,253,Owned,Joint,58,57,Yes,X1,7.0,3.0,6,20966.4,0
32817,32818,C4,211,Owned,Individual,46,46,No,X4,,,8,10980.0,1
32818,32819,C1,8,Owned,Individual,59,59,No,,14.0,2.0,5,14344.0,1
32819,32820,C1,3477,Owned,Individual,24,24,No,X3,1.0,2.0,13,5890.0,0
32822,32823,C2,237,Owned,Joint,41,35,Yes,X2,1.0,3.0,21,15881.6,1
32823,32824,C18,1710,Rented,Individual,38,38,No,,10.0,1.0,19,15774.0,1
32826,32827,C1,448,Owned,Joint,57,21,No,X2,3.0,1.0,16,17444.0,1
32827,32828,C1,676,Owned,Individual,70,70,No,X1,12.0,2.0,19,18560.0,0
32829,32830,C10,2680,Owned,Individual,43,43,No,X3,1.0,3.0,18,13068.0,0
32830,32831,C2,2029,Owned,Individual,53,53,No,X2,7.0,1.0,14,14976.0,0
32831,32832,C1,2436,Owned,Individual,64,64,No,X8,14.0,3.0,5,14664.0,0
32833,32834,C14,5152,Rented,Individual,63,63,No,X6,14.0,1.0,20,17220.0,1
32834,32835,C16,4265,Rented,Individual,25,25,No,X2,,,17,5128.0,1
32835,32836,C1,551,Rented,Individual,24,24,No,X1,,,17,5272.0,1
32836,32837,C3,775,Rented,Individual,32,32,No,X4,2.0,4.0,12,10352.0,0
32838,32839,C26,2674,Rented,Joint,53,44,Yes,X4,5.0,1.0,12,21912.0,0
32841,32842,C16,22,Owned,Joint,37,33,Yes,X2,,,22,19264.0,1
32842,32843,C4,2101,Owned,Joint,56,28,No,X2,14.0,2.0,21,22458.8,0
32843,32844,C2,990,Owned,Individual,49,49,No,X4,,,12,9776.0,1
32848,32849,C4,1206,Rented,Individual,42,42,No,,4.0,1.0,20,13060.0,1
32849,32850,C4,1083,Owned,Individual,71,71,No,X3,4.0,1.0,22,16408.0,0
32850,32851,C2,2350,Rented,Individual,43,43,No,X3,,,18,9072.0,1
32856,32857,C4,470,Owned,Joint,41,17,No,X1,2.0,2.0,22,13426.0,1
32858,32859,C11,2099,Rented,Joint,30,27,Yes,X3,7.0,3.0,15,11520.0,0
32859,32860,C24,1194,Owned,Individual,51,51,No,X3,7.0,1.0,19,12980.0,0
32861,32862,C4,81,Rented,Individual,21,21,No,X3,,,5,6290.0,1
32865,32866,C18,276,Owned,Individual,58,58,No,X3,1.0,1.0,21,19590.0,0
32866,32867,C6,167,Owned,Individual,75,75,No,X1,2.0,3.0,15,20592.0,0
32867,32868,C3,4647,Owned,Individual,50,50,No,X2,10.0,3.0,18,16856.0,0
32869,32870,C2,168,Owned,Joint,35,24,Yes,X4,2.0,3.0,22,15816.0,0
32870,32871,C17,420,Rented,Individual,24,24,No,X2,1.0,1.0,2,4896.0,0
32872,32873,C2,1598,Owned,Individual,43,43,No,X2,9.0,3.0,14,10908.0,1
32873,32874,C16,593,Owned,Individual,59,59,No,,,,20,18240.0,1
32875,32876,C16,1235,Rented,Individual,31,31,No,X1,5.0,2.0,17,9128.0,1
32876,32877,C2,1306,Owned,Joint,73,70,Yes,X4,7.0,4.0,15,28620.0,0
32877,32878,C1,2434,Owned,Individual,25,25,No,X1,3.0,2.0,7,6510.0,0
32878,32879,C17,3738,Owned,Individual,49,49,No,,8.0,2.0,17,15522.0,1
32879,32880,C14,2868,Owned,Individual,75,75,No,X2,8.0,2.0,20,19924.0,0
32881,32882,C9,52,Rented,Individual,22,22,No,X3,,,20,4134.0,1
32882,32883,C4,1206,Owned,Individual,52,52,No,,14.0,3.0,18,12060.0,1
32884,32885,C13,4052,Owned,Individual,42,42,No,X1,,,13,9558.0,1
32887,32888,C17,2032,Owned,Individual,71,71,No,X2,2.0,1.0,17,17628.0,0
32891,32892,C1,1134,Owned,Individual,70,70,No,X1,6.0,1.0,20,21318.0,0
32892,32893,C36,86,Owned,Joint,69,67,Yes,X2,4.0,3.0,21,21276.0,0
32896,32897,C24,3144,Owned,Individual,63,63,No,,8.0,4.0,19,18810.0,1
32897,32898,C14,4502,Owned,Individual,41,41,No,X2,11.0,3.0,14,8416.0,0
32898,32899,C2,1093,Owned,Joint,74,73,Yes,X3,14.0,4.0,14,26460.0,0
32899,32900,C1,32,Rented,Individual,51,51,No,X3,8.0,1.0,5,14454.0,0
32902,32903,C2,1898,Owned,Individual,55,55,No,X1,14.0,3.0,11,12000.0,0
32903,32904,C3,1315,Owned,Individual,75,75,No,X2,14.0,4.0,6,23796.0,0
32904,32905,C14,517,Rented,Individual,67,67,No,X1,3.0,2.0,9,16380.0,0
32908,32909,C4,974,Owned,Joint,35,33,Yes,X5,10.0,3.0,18,17884.8,1
32909,32910,C29,1488,Rented,Individual,53,53,No,X2,4.0,3.0,22,13442.0,0
32911,32912,C3,1105,Owned,Individual,53,53,No,X4,2.0,3.0,22,15626.0,0
32913,32914,C7,1188,Owned,Individual,42,42,No,X1,2.0,2.0,17,15312.0,1
32915,32916,C9,1183,Owned,Individual,31,31,No,X3,5.0,2.0,20,8764.0,0
32918,32919,C4,199,Owned,Individual,44,44,No,X3,7.0,1.0,22,8106.0,0
32919,32920,C1,24,Owned,Joint,65,24,No,X3,14.0,3.0,7,29520.0,0
32922,32923,C11,407,Owned,Joint,67,65,Yes,X5,3.0,3.0,18,23308.8,0
32925,32926,C18,1502,Rented,Individual,55,55,No,X4,,,12,11600.0,1
32926,32927,C2,233,Owned,Individual,55,55,No,X2,,,3,15314.0,1
32927,32928,C1,2418,Owned,Individual,48,48,No,X2,7.0,3.0,21,13420.0,0
32928,32929,C21,4408,Owned,Joint,48,17,No,X1,5.0,1.0,13,22048.0,0
32929,32930,C16,22,Owned,Joint,42,16,Yes,,1.0,3.0,15,20772.0,1
32934,32935,C11,53,Rented,Individual,59,59,No,X2,6.0,3.0,21,17790.0,0
32935,32936,C2,562,Owned,Individual,25,25,No,X1,2.0,3.0,18,12834.0,0
32939,32940,C2,1898,Owned,Individual,53,53,No,X2,,,11,10674.0,1
32940,32941,C2,2489,Rented,Individual,41,41,No,X4,12.0,3.0,21,10832.0,0
32941,32942,C2,2710,Owned,Individual,75,75,No,X2,8.0,4.0,22,23598.0,0
32942,32943,C8,2625,Rented,Individual,42,42,No,X1,7.0,1.0,8,10096.0,0
32944,32945,C1,3678,Owned,Individual,75,75,No,X6,7.0,1.0,16,21692.0,0
32945,32946,C16,1079,Rented,Joint,40,39,Yes,X1,2.0,3.0,22,12936.0,0
32946,32947,C9,2634,Owned,Joint,47,16,Yes,X4,14.0,2.0,14,16996.0,1
32947,32948,C19,4518,Owned,Individual,24,24,No,X1,4.0,1.0,16,11024.0,1
32948,32949,C24,1194,Owned,Individual,74,74,No,X1,9.0,3.0,18,18810.0,0
32949,32950,C4,37,Rented,Individual,30,30,No,X1,,,16,6640.0,1
32950,32951,C7,243,Owned,Joint,58,23,Yes,X1,14.0,1.0,12,20638.8,0
32952,32953,C1,758,Owned,Individual,75,75,No,X5,5.0,3.0,19,19744.0,0
32953,32954,C2,1276,Owned,Joint,60,56,Yes,X3,11.0,3.0,18,29250.0,0
32955,32956,C2,1272,Owned,Joint,42,41,Yes,X4,3.0,3.0,2,18600.0,0
32957,32958,C2,3971,Rented,Joint,75,26,Yes,X1,3.0,3.0,18,28627.2,0
32958,32959,C21,3763,Owned,Individual,40,40,No,X2,2.0,2.0,22,14652.0,1
32962,32963,C11,547,Owned,Joint,28,27,Yes,X1,3.0,3.0,21,17424.0,0
32964,32965,C3,281,Rented,Individual,24,24,No,X2,4.0,1.0,21,4074.0,0
32965,32966,C7,95,Rented,Individual,25,25,No,X3,2.0,1.0,1,7764.0,0
32966,32967,C6,3012,Rented,Individual,35,35,No,,2.0,3.0,21,11196.0,1
32971,32972,C3,1130,Owned,Individual,61,61,No,X1,1.0,3.0,14,18088.0,0
32974,32975,C19,1835,Owned,Individual,72,72,No,X1,1.0,1.0,22,24192.0,1
32975,32976,C2,661,Rented,Individual,65,65,No,X1,4.0,3.0,3,22176.0,1
32976,32977,C25,504,Rented,Joint,71,66,Yes,X2,3.0,3.0,21,28800.0,1
32977,32978,C16,3471,Owned,Individual,22,22,No,X2,,,20,6310.0,1
32979,32980,C33,475,Rented,Individual,26,26,No,X2,,,22,7908.0,1
32980,32981,C12,427,Rented,Individual,36,36,No,X1,1.0,2.0,16,8124.0,0
32981,32982,C1,1969,Owned,Joint,52,49,Yes,X3,9.0,1.0,17,17617.6,0
32983,32984,C12,780,Rented,Individual,34,34,No,X3,1.0,1.0,2,8052.0,0
32984,32985,C12,138,Owned,Individual,24,24,No,X1,4.0,4.0,2,8624.0,1
32986,32987,C4,308,Owned,Individual,29,29,No,X3,5.0,3.0,5,7680.0,1
32987,32988,C11,6100,Owned,Individual,67,67,No,X2,6.0,3.0,22,16940.0,0
32988,32989,C8,3260,Owned,Individual,47,47,No,X2,14.0,2.0,20,16172.0,0
32989,32990,C6,1413,Owned,Individual,37,37,No,X1,1.0,2.0,12,8864.0,0
32992,32993,C4,1106,Rented,Individual,42,42,No,X1,7.0,3.0,7,12000.0,0
32995,32996,C2,2542,Rented,Individual,26,26,No,X1,3.0,3.0,22,7248.0,1
32996,32997,C3,962,Owned,Individual,46,46,No,X4,5.0,2.0,17,14498.0,0
32997,32998,C6,1718,Owned,Joint,47,17,Yes,X2,2.0,3.0,6,21840.0,1
33000,33001,C29,1488,Rented,Individual,38,38,No,X1,1.0,3.0,14,11220.0,0
33003,33004,C2,2512,Owned,Individual,50,50,No,X1,14.0,4.0,17,12780.0,0
33004,33005,C15,3513,Rented,Individual,49,49,No,X1,14.0,3.0,22,13220.0,0
33005,33006,C3,4548,Owned,Individual,47,47,No,X2,3.0,3.0,21,15096.0,0
33006,33007,C10,206,Rented,Individual,70,70,No,X2,4.0,3.0,18,20876.0,0
33007,33008,C14,1675,Rented,Individual,34,34,No,X6,5.0,2.0,21,6200.0,0
33008,33009,C7,677,Rented,Individual,48,48,No,,,,19,10784.0,1
33009,33010,C1,19,Owned,Joint,52,50,No,X1,1.0,4.0,7,21088.0,0
33012,33013,C2,1451,Rented,Individual,56,56,No,X3,14.0,3.0,18,13040.0,0
33013,33014,C13,749,Owned,Individual,75,75,No,X1,1.0,2.0,17,22968.0,1
33014,33015,C1,566,Owned,Individual,56,56,No,X1,14.0,1.0,19,16752.0,0
33015,33016,C8,3390,Owned,Individual,36,36,No,X3,6.0,3.0,9,13068.0,0
33017,33018,C8,2335,Rented,Individual,26,26,No,X2,2.0,3.0,22,5200.0,1
33018,33019,C1,1028,Owned,Individual,57,57,No,X3,4.0,1.0,15,18870.0,1
33019,33020,C1,604,Owned,Joint,75,66,Yes,X1,3.0,1.0,16,30844.8,0
33020,33021,C20,1571,Owned,Individual,58,58,No,X1,1.0,4.0,21,13684.0,0
33022,33023,C3,678,Owned,Joint,46,42,No,X1,14.0,3.0,18,17136.0,1
33024,33025,C15,1841,Owned,Individual,39,39,No,X4,1.0,3.0,22,10528.0,1
33028,33029,C10,584,Rented,Individual,44,44,No,X1,1.0,1.0,12,15048.0,1
33029,33030,C6,1010,Rented,Individual,33,33,No,X4,3.0,1.0,17,9954.0,0
33030,33031,C1,1965,Owned,Individual,54,54,No,,,,20,13222.0,1
33032,33033,C26,772,Rented,Individual,75,75,No,X1,1.0,3.0,16,15792.0,0
33033,33034,C7,685,Owned,Individual,38,38,No,X3,8.0,1.0,12,9432.0,0
33034,33035,C2,2863,Owned,Joint,75,67,Yes,X2,,,18,33994.8,1
33039,33040,C16,79,Rented,Joint,45,18,No,X3,14.0,3.0,16,15600.0,0
33040,33041,C8,2799,Rented,Individual,48,48,No,X2,14.0,3.0,21,10854.0,0
33044,33045,C1,183,Owned,Joint,62,60,Yes,X4,14.0,4.0,20,29664.0,1
33046,33047,C2,2034,Rented,Individual,61,61,No,X3,4.0,2.0,18,21440.0,0
33047,33048,C20,1182,Rented,Individual,27,27,No,,,,22,7128.0,1
33049,33050,C4,7,Rented,Individual,29,29,No,X1,1.0,1.0,16,5544.0,0
33050,33051,C17,2871,Owned,Individual,23,23,No,X1,1.0,1.0,1,9328.0,0
33052,33053,C9,2143,Owned,Individual,60,60,No,X1,8.0,3.0,10,12738.0,0
33054,33055,C1,325,Rented,Individual,59,59,No,X2,9.0,3.0,18,16718.0,0
33055,33056,C3,42,Owned,Individual,56,56,No,X4,2.0,1.0,21,15740.0,0
33057,33058,C13,1164,Owned,Individual,35,35,No,X6,12.0,2.0,22,13380.0,0
33058,33059,C2,5918,Owned,Joint,73,70,Yes,X4,,,15,26521.6,1
33059,33060,C2,3539,Owned,Individual,73,73,No,X5,14.0,3.0,3,17164.0,1
33060,33061,C16,4424,Owned,Joint,56,19,No,X1,3.0,3.0,20,23049.0,0
33061,33062,C21,4617,Owned,Joint,45,25,No,X4,8.0,2.0,13,19173.0,0
33062,33063,C22,550,Owned,Individual,75,75,No,,14.0,3.0,18,21348.0,1
33064,33065,C1,2726,Rented,Individual,34,34,No,X2,3.0,1.0,17,9648.0,0
33065,33066,C9,1432,Owned,Individual,61,61,No,X4,4.0,4.0,4,18560.0,0
33068,33069,C2,2831,Owned,Individual,75,75,No,X4,3.0,4.0,17,17920.0,0
33070,33071,C2,204,Owned,Individual,33,33,No,X5,10.0,3.0,22,6840.0,1
33071,33072,C3,2054,Owned,Individual,75,75,No,X1,2.0,4.0,9,23674.0,0
33073,33074,C2,3577,Rented,Individual,25,25,No,X2,4.0,3.0,11,11216.0,0
33074,33075,C4,431,Rented,Individual,45,45,No,X6,1.0,1.0,1,14170.0,0
33076,33077,C1,3428,Owned,Individual,66,66,No,X3,1.0,1.0,19,16718.0,0
33077,33078,C9,1863,Owned,Joint,37,31,Yes,X1,4.0,2.0,21,13708.8,0
33078,33079,C14,821,Rented,Individual,29,29,No,X1,2.0,4.0,8,11052.0,0
33079,33080,C3,827,Owned,Individual,25,25,No,X3,4.0,2.0,18,8568.0,0
33082,33083,C9,1358,Rented,Individual,46,46,No,X4,6.0,3.0,21,11718.0,1
33083,33084,C1,552,Owned,Individual,65,65,No,X2,8.0,1.0,19,20570.0,0
33085,33086,C7,446,Rented,Individual,22,22,No,X1,,,20,9506.0,1
33088,33089,C3,835,Rented,Joint,44,40,Yes,X3,2.0,1.0,12,18720.0,1
33089,33090,C10,45,Rented,Individual,35,35,No,X1,1.0,1.0,16,9108.0,0
33091,33092,C2,1407,Rented,Joint,52,51,Yes,X5,14.0,3.0,22,24278.8,1
33092,33093,C13,1020,Rented,Joint,25,21,No,X1,3.0,1.0,20,10512.0,0
33096,33097,C21,4766,Owned,Individual,75,75,No,X1,,,15,21454.0,1
33097,33098,C12,4469,Owned,Joint,75,65,Yes,,6.0,4.0,17,27148.8,1
33101,33102,C1,609,Rented,Individual,73,73,No,X1,14.0,3.0,9,26316.0,0
33102,33103,C8,730,Owned,Individual,69,69,No,X3,1.0,3.0,21,21330.0,0
33104,33105,C3,3097,Owned,Joint,63,27,No,X2,,,17,30310.4,1
33106,33107,C9,157,Rented,Individual,55,55,No,X9,,,13,15730.0,1
33108,33109,C4,2605,Owned,Individual,49,49,No,X1,5.0,3.0,7,15288.0,0
33110,33111,C5,1232,Rented,Individual,56,56,No,,2.0,1.0,2,12920.0,1
33115,33116,C5,3280,Owned,Individual,53,53,No,X5,1.0,2.0,1,10548.0,0
33118,33119,C2,4507,Rented,Joint,65,22,No,X5,8.0,3.0,2,25636.8,0
33121,33122,C1,508,Rented,Individual,23,23,No,X1,,,19,5064.0,1
33122,33123,C4,1333,Owned,Individual,38,38,No,X2,7.0,1.0,21,9632.0,0
33125,33126,C19,909,Owned,Individual,71,71,No,X2,14.0,1.0,16,22680.0,0
33127,33128,C3,28,Owned,Individual,62,62,No,X2,5.0,1.0,16,18450.0,0
33129,33130,C21,4983,Rented,Individual,35,35,No,X4,4.0,1.0,20,7668.0,0
